Tarih_x,Saat_x,Rüzgar,Güneş,Tarih_Saat,Tarih_y,Saat_y,PTF,Toplam_Uretim
2025-03-29 17:00:00,17:00,51.6,0.83,2025-03-29 17:00:00,2025-03-29 17:00:00,17:00,1594.97,28461.4
2025-03-29 18:00:00,18:00,11.41,0.58,2025-03-29 18:00:00,2025-03-29 18:00:00,18:00,2674.99,32658.57
2025-03-29 19:00:00,19:00,10.12,0.03,2025-03-29 19:00:00,2025-03-29 19:00:00,19:00,2525.0,33460.92
2025-03-29 20:00:00,20:00,61.97,0.0,2025-03-29 20:00:00,2025-03-29 20:00:00,20:00,3000.0,34372.49
2025-03-29 21:00:00,21:00,35.1,0.0,2025-03-29 21:00:00,2025-03-29 21:00:00,21:00,2798.01,33587.72
2025-03-29 22:00:00,22:00,14.42,0.0,2025-03-29 22:00:00,2025-03-29 22:00:00,22:00,2396.0,32654.9
2025-03-29 23:00:00,23:00,12.07,0.0,2025-03-29 23:00:00,2025-03-29 23:00:00,23:00,2396.0,31424.05
2025-03-30 00:00:00,00:00,9.33,0.0,2025-03-30 00:00:00,2025-03-30 00:00:00,00:00,1923.01,29737.63
2025-03-30 01:00:00,01:00,19.78,0.0,2025-03-30 01:00:00,2025-03-30 01:00:00,01:00,2249.01,27303.56
2025-03-30 02:00:00,02:00,23.18,0.0,2025-03-30 02:00:00,2025-03-30 02:00:00,02:00,2099.0,25372.1
2025-03-30 03:00:00,03:00,19.79,0.0,2025-03-30 03:00:00,2025-03-30 03:00:00,03:00,2200.01,23950.43
2025-03-30 04:00:00,04:00,28.56,0.0,2025-03-30 04:00:00,2025-03-30 04:00:00,04:00,2200.0,23430.43
2025-03-30 05:00:00,05:00,12.29,0.0,2025-03-30 05:00:00,2025-03-30 05:00:00,05:00,2249.99,23672.02
2025-03-30 06:00:00,06:00,3.69,0.0,2025-03-30 06:00:00,2025-03-30 06:00:00,06:00,2396.0,24135.53
2025-03-30 07:00:00,07:00,2.41,0.02,2025-03-30 07:00:00,2025-03-30 07:00:00,07:00,1780.0,23299.85
2025-03-30 08:00:00,08:00,3.59,1.67,2025-03-30 08:00:00,2025-03-30 08:00:00,08:00,1000.01,21742.05
2025-03-30 09:00:00,09:00,4.15,5.07,2025-03-30 09:00:00,2025-03-30 09:00:00,09:00,1150.0,19885.15
2025-03-30 10:00:00,10:00,10.14,5.99,2025-03-30 10:00:00,2025-03-30 10:00:00,10:00,250.01,18431.7
2025-03-30 11:00:00,11:00,9.32,8.09,2025-03-30 11:00:00,2025-03-30 11:00:00,11:00,170.0,17751.03
2025-03-30 12:00:00,12:00,8.85,9.53,2025-03-30 12:00:00,2025-03-30 12:00:00,12:00,199.67,17259.75
2025-03-30 13:00:00,13:00,6.38,6.53,2025-03-30 13:00:00,2025-03-30 13:00:00,13:00,250.0,17219.04
2025-03-30 14:00:00,14:00,10.1,7.22,2025-03-30 14:00:00,2025-03-30 14:00:00,14:00,250.0,17077.21
2025-03-30 15:00:00,15:00,9.99,10.4,2025-03-30 15:00:00,2025-03-30 15:00:00,15:00,500.01,18454.98
2025-03-30 16:00:00,16:00,8.16,4.56,2025-03-30 16:00:00,2025-03-30 16:00:00,16:00,1649.98,20422.31
2025-03-30 17:00:00,17:00,22.01,0.28,2025-03-30 17:00:00,2025-03-30 17:00:00,17:00,2496.01,22865.05
2025-03-30 18:00:00,18:00,10.11,0.0,2025-03-30 18:00:00,2025-03-30 18:00:00,18:00,2989.0,25667.55
2025-03-30 19:00:00,19:00,7.77,0.0,2025-03-30 19:00:00,2025-03-30 19:00:00,19:00,2980.01,28506.4
2025-03-30 20:00:00,20:00,3.8,0.0,2025-03-30 20:00:00,2025-03-30 20:00:00,20:00,3000.0,27759.45
2025-03-30 21:00:00,21:00,0.0,0.0,2025-03-30 21:00:00,2025-03-30 21:00:00,21:00,3000.0,28429.62
2025-03-30 22:00:00,22:00,0.0,0.0,2025-03-30 22:00:00,2025-03-30 22:00:00,22:00,2249.01,28070.95
2025-03-30 23:00:00,23:00,1.82,0.0,2025-03-30 23:00:00,2025-03-30 23:00:00,23:00,2245.0,27503.97
2025-03-31 00:00:00,00:00,5.32,0.0,2025-03-31 00:00:00,2025-03-31 00:00:00,00:00,2900.03,26121.98
2025-03-31 01:00:00,01:00,10.55,0.0,2025-03-31 01:00:00,2025-03-31 01:00:00,01:00,2399.0,24634.73
2025-03-31 02:00:00,02:00,13.16,0.0,2025-03-31 02:00:00,2025-03-31 02:00:00,02:00,1981.0,23479.57
2025-03-31 03:00:00,03:00,21.8,0.0,2025-03-31 03:00:00,2025-03-31 03:00:00,03:00,2175.0,22715.48
2025-03-31 04:00:00,04:00,21.13,0.0,2025-03-31 04:00:00,2025-03-31 04:00:00,04:00,2200.0,22454.7
2025-03-31 05:00:00,05:00,16.13,0.0,2025-03-31 05:00:00,2025-03-31 05:00:00,05:00,2499.99,22421.02
2025-03-31 06:00:00,06:00,16.99,0.0,2025-03-31 06:00:00,2025-03-31 06:00:00,06:00,2600.01,21924.4
2025-03-31 07:00:00,07:00,8.56,0.42,2025-03-31 07:00:00,2025-03-31 07:00:00,07:00,2399.0,19703.44
2025-03-31 08:00:00,08:00,3.23,1.58,2025-03-31 08:00:00,2025-03-31 08:00:00,08:00,1339.4,17605.31
2025-03-31 09:00:00,09:00,3.33,3.81,2025-03-31 09:00:00,2025-03-31 09:00:00,09:00,501.0,16001.93
2025-03-31 10:00:00,10:00,1.13,0.75,2025-03-31 10:00:00,2025-03-31 10:00:00,10:00,266.99,15890.56
2025-03-31 11:00:00,11:00,0.0,0.3,2025-03-31 11:00:00,2025-03-31 11:00:00,11:00,250.0,16398.71
2025-03-31 12:00:00,12:00,0.0,0.35,2025-03-31 12:00:00,2025-03-31 12:00:00,12:00,250.01,17322.89
2025-03-31 13:00:00,13:00,0.0,0.35,2025-03-31 13:00:00,2025-03-31 13:00:00,13:00,497.65,18306.48
2025-03-31 14:00:00,14:00,0.0,0.26,2025-03-31 14:00:00,2025-03-31 14:00:00,14:00,749.99,18635.94
2025-03-31 15:00:00,15:00,11.75,1.08,2025-03-31 15:00:00,2025-03-31 15:00:00,15:00,1396.64,19758.76
2025-03-31 16:00:00,16:00,0.6,1.2,2025-03-31 16:00:00,2025-03-31 16:00:00,16:00,1977.02,21464.4
2025-03-31 17:00:00,17:00,21.1,0.28,2025-03-31 17:00:00,2025-03-31 17:00:00,17:00,2595.0,24283.32
2025-03-31 18:00:00,18:00,1.81,0.44,2025-03-31 18:00:00,2025-03-31 18:00:00,18:00,2799.01,27373.3
2025-03-31 19:00:00,19:00,6.16,0.03,2025-03-31 19:00:00,2025-03-31 19:00:00,19:00,2905.99,30329.52
2025-03-31 20:00:00,20:00,42.69,0.0,2025-03-31 20:00:00,2025-03-31 20:00:00,20:00,3000.0,30685.46
2025-03-31 21:00:00,21:00,54.8,0.0,2025-03-31 21:00:00,2025-03-31 21:00:00,21:00,2988.33,30050.63
2025-03-31 22:00:00,22:00,28.23,0.0,2025-03-31 22:00:00,2025-03-31 22:00:00,22:00,1894.99,29247.54
2025-03-31 23:00:00,23:00,13.35,0.0,2025-03-31 23:00:00,2025-03-31 23:00:00,23:00,1599.99,28355.46
2025-04-01 00:00:00,00:00,3.62,0.0,2025-04-01 00:00:00,2025-04-01 00:00:00,00:00,2599.01,27041.13
2025-04-01 01:00:00,01:00,35.72,0.0,2025-04-01 01:00:00,2025-04-01 01:00:00,01:00,1939.99,25528.18
2025-04-01 02:00:00,02:00,109.0,0.0,2025-04-01 02:00:00,2025-04-01 02:00:00,02:00,1399.99,24225.62
2025-04-01 03:00:00,03:00,78.79,0.0,2025-04-01 03:00:00,2025-04-01 03:00:00,03:00,1554.1,23381.61
2025-04-01 04:00:00,04:00,18.76,0.0,2025-04-01 04:00:00,2025-04-01 04:00:00,04:00,785.45,23100.3
2025-04-01 05:00:00,05:00,3.26,0.0,2025-04-01 05:00:00,2025-04-01 05:00:00,05:00,999.79,23024.81
2025-04-01 06:00:00,06:00,26.89,0.0,2025-04-01 06:00:00,2025-04-01 06:00:00,06:00,1339.39,22449.51
2025-04-01 07:00:00,07:00,91.77,0.06,2025-04-01 07:00:00,2025-04-01 07:00:00,07:00,500.06,20502.04
2025-04-01 08:00:00,08:00,5.83,0.03,2025-04-01 08:00:00,2025-04-01 08:00:00,08:00,251.01,19926.87
2025-04-01 09:00:00,09:00,0.0,0.06,2025-04-01 09:00:00,2025-04-01 09:00:00,09:00,250.01,20592.03
2025-04-01 10:00:00,10:00,0.0,0.05,2025-04-01 10:00:00,2025-04-01 10:00:00,10:00,250.01,21566.06
2025-04-01 11:00:00,11:00,0.0,0.04,2025-04-01 11:00:00,2025-04-01 11:00:00,11:00,250.0,22565.09
2025-04-01 12:00:00,12:00,0.0,0.15,2025-04-01 12:00:00,2025-04-01 12:00:00,12:00,250.0,23432.33
2025-04-01 13:00:00,13:00,36.14,0.96,2025-04-01 13:00:00,2025-04-01 13:00:00,13:00,500.01,24368.47
2025-04-01 14:00:00,14:00,20.02,1.78,2025-04-01 14:00:00,2025-04-01 14:00:00,14:00,1080.39,25550.72
2025-04-01 15:00:00,15:00,0.22,0.99,2025-04-01 15:00:00,2025-04-01 15:00:00,15:00,1150.0,26344.11
2025-04-01 16:00:00,16:00,0.0,0.66,2025-04-01 16:00:00,2025-04-01 16:00:00,16:00,1599.98,27545.19
2025-04-01 17:00:00,17:00,1.5,0.9,2025-04-01 17:00:00,2025-04-01 17:00:00,17:00,1599.99,29025.53
2025-04-01 18:00:00,18:00,21.26,0.76,2025-04-01 18:00:00,2025-04-01 18:00:00,18:00,1849.99,30666.6
2025-04-01 19:00:00,19:00,26.23,0.06,2025-04-01 19:00:00,2025-04-01 19:00:00,19:00,2788.39,32575.84
2025-04-01 20:00:00,20:00,20.4,0.0,2025-04-01 20:00:00,2025-04-01 20:00:00,20:00,2865.58,32734.01
2025-04-01 21:00:00,21:00,8.47,0.0,2025-04-01 21:00:00,2025-04-01 21:00:00,21:00,2798.39,31860.37
2025-04-01 22:00:00,22:00,8.74,0.0,2025-04-01 22:00:00,2025-04-01 22:00:00,22:00,2198.38,30971.01
2025-04-01 23:00:00,23:00,3.3,0.0,2025-04-01 23:00:00,2025-04-01 23:00:00,23:00,1684.99,29921.19
2025-04-02 00:00:00,00:00,0.26,0.0,2025-04-02 00:00:00,2025-04-02 00:00:00,00:00,1846.0,28717.64
2025-04-02 01:00:00,01:00,0.0,0.0,2025-04-02 01:00:00,2025-04-02 01:00:00,01:00,1599.99,27344.4
2025-04-02 02:00:00,02:00,12.11,0.0,2025-04-02 02:00:00,2025-04-02 02:00:00,02:00,1399.99,26321.75
2025-04-02 03:00:00,03:00,16.09,0.0,2025-04-02 03:00:00,2025-04-02 03:00:00,03:00,1371.39,25597.15
2025-04-02 04:00:00,04:00,13.29,0.0,2025-04-02 04:00:00,2025-04-02 04:00:00,04:00,1450.0,25403.32
2025-04-02 05:00:00,05:00,11.9,0.0,2025-04-02 05:00:00,2025-04-02 05:00:00,05:00,1998.0,25489.69
2025-04-02 06:00:00,06:00,8.16,0.0,2025-04-02 06:00:00,2025-04-02 06:00:00,06:00,2750.0,25190.29
2025-04-02 07:00:00,07:00,4.65,0.04,2025-04-02 07:00:00,2025-04-02 07:00:00,07:00,2847.99,25762.13
2025-04-02 08:00:00,08:00,10.52,0.47,2025-04-02 08:00:00,2025-04-02 08:00:00,08:00,2949.99,29897.88
2025-04-02 09:00:00,09:00,8.59,1.72,2025-04-02 09:00:00,2025-04-02 09:00:00,09:00,2941.41,31637.26
2025-04-02 10:00:00,10:00,2.32,1.44,2025-04-02 10:00:00,2025-04-02 10:00:00,10:00,2848.0,31938.44
2025-04-02 11:00:00,11:00,1.35,1.88,2025-04-02 11:00:00,2025-04-02 11:00:00,11:00,2799.47,33158.63
2025-04-02 12:00:00,12:00,3.47,2.87,2025-04-02 12:00:00,2025-04-02 12:00:00,12:00,2374.99,31881.11
2025-04-02 13:00:00,13:00,7.13,3.96,2025-04-02 13:00:00,2025-04-02 13:00:00,13:00,2447.48,32347.14
2025-04-02 14:00:00,14:00,12.72,4.16,2025-04-02 14:00:00,2025-04-02 14:00:00,14:00,2500.0,32696.96
2025-04-02 15:00:00,15:00,17.46,1.47,2025-04-02 15:00:00,2025-04-02 15:00:00,15:00,2061.62,33186.19
2025-04-02 16:00:00,16:00,24.43,1.89,2025-04-02 16:00:00,2025-04-02 16:00:00,16:00,2487.66,34793.64
2025-04-02 17:00:00,17:00,60.4,0.92,2025-04-02 17:00:00,2025-04-02 17:00:00,17:00,2669.05,36890.39
2025-04-02 18:00:00,18:00,88.95,0.23,2025-04-02 18:00:00,2025-04-02 18:00:00,18:00,2825.0,38161.12
2025-04-02 19:00:00,19:00,86.39,0.0,2025-04-02 19:00:00,2025-04-02 19:00:00,19:00,2995.0,39856.21
2025-04-02 20:00:00,20:00,84.94,0.0,2025-04-02 20:00:00,2025-04-02 20:00:00,20:00,2995.01,39190.75
2025-04-02 21:00:00,21:00,85.01,0.0,2025-04-02 21:00:00,2025-04-02 21:00:00,21:00,2995.0,38147.53
2025-04-02 22:00:00,22:00,71.08,0.0,2025-04-02 22:00:00,2025-04-02 22:00:00,22:00,2688.38,36977.44
2025-04-02 23:00:00,23:00,43.86,0.0,2025-04-02 23:00:00,2025-04-02 23:00:00,23:00,2544.6,35661.19
2025-04-03 00:00:00,00:00,39.59,0.0,2025-04-03 00:00:00,2025-04-03 00:00:00,00:00,2477.0,33786.68
2025-04-03 01:00:00,01:00,34.65,0.0,2025-04-03 01:00:00,2025-04-03 01:00:00,01:00,2482.3,32007.33
2025-04-03 02:00:00,02:00,46.89,0.0,2025-04-03 02:00:00,2025-04-03 02:00:00,02:00,2200.0,30692.79
2025-04-03 03:00:00,03:00,17.48,0.0,2025-04-03 03:00:00,2025-04-03 03:00:00,03:00,2000.0,29885.36
2025-04-03 04:00:00,04:00,11.7,0.0,2025-04-03 04:00:00,2025-04-03 04:00:00,04:00,1799.0,29815.66
2025-04-03 05:00:00,05:00,22.01,0.0,2025-04-03 05:00:00,2025-04-03 05:00:00,05:00,2033.99,30131.4
2025-04-03 06:00:00,06:00,42.31,0.0,2025-04-03 06:00:00,2025-04-03 06:00:00,06:00,2410.11,29420.1
2025-04-03 07:00:00,07:00,36.4,0.05,2025-04-03 07:00:00,2025-04-03 07:00:00,07:00,2450.01,29634.01
2025-04-03 08:00:00,08:00,47.12,0.64,2025-04-03 08:00:00,2025-04-03 08:00:00,08:00,2924.0,33222.99
2025-04-03 09:00:00,09:00,51.74,1.09,2025-04-03 09:00:00,2025-04-03 09:00:00,09:00,2850.01,34214.36
2025-04-03 10:00:00,10:00,60.65,2.06,2025-04-03 10:00:00,2025-04-03 10:00:00,10:00,2518.38,34159.54
2025-04-03 11:00:00,11:00,56.08,2.53,2025-04-03 11:00:00,2025-04-03 11:00:00,11:00,2300.0,34518.92
2025-04-03 12:00:00,12:00,63.16,6.89,2025-04-03 12:00:00,2025-04-03 12:00:00,12:00,2000.0,32727.62
2025-04-03 13:00:00,13:00,68.45,8.02,2025-04-03 13:00:00,2025-04-03 13:00:00,13:00,1923.1,32685.21
2025-04-03 14:00:00,14:00,56.52,9.21,2025-04-03 14:00:00,2025-04-03 14:00:00,14:00,2025.11,33145.53
2025-04-03 15:00:00,15:00,67.87,7.83,2025-04-03 15:00:00,2025-04-03 15:00:00,15:00,2477.01,33759.53
2025-04-03 16:00:00,16:00,69.5,6.25,2025-04-03 16:00:00,2025-04-03 16:00:00,16:00,2799.99,35575.36
2025-04-03 17:00:00,17:00,67.98,5.84,2025-04-03 17:00:00,2025-04-03 17:00:00,17:00,2899.01,38119.94
2025-04-03 18:00:00,18:00,70.93,2.84,2025-04-03 18:00:00,2025-04-03 18:00:00,18:00,2950.01,39145.96
2025-04-03 19:00:00,19:00,48.3,0.27,2025-04-03 19:00:00,2025-04-03 19:00:00,19:00,2995.01,41045.38
2025-04-03 20:00:00,20:00,38.0,0.0,2025-04-03 20:00:00,2025-04-03 20:00:00,20:00,2995.01,40969.2
2025-04-03 21:00:00,21:00,32.19,0.0,2025-04-03 21:00:00,2025-04-03 21:00:00,21:00,2898.1,39634.81
2025-04-03 22:00:00,22:00,33.86,0.0,2025-04-03 22:00:00,2025-04-03 22:00:00,22:00,2452.34,38268.9
2025-04-03 23:00:00,23:00,45.89,0.0,2025-04-03 23:00:00,2025-04-03 23:00:00,23:00,2300.0,36543.88
2025-04-04 00:00:00,00:00,57.66,0.0,2025-04-04 00:00:00,2025-04-04 00:00:00,00:00,2486.33,34483.6
2025-04-04 01:00:00,01:00,55.6,0.0,2025-04-04 01:00:00,2025-04-04 01:00:00,01:00,2070.01,32860.33
2025-04-04 02:00:00,02:00,53.97,0.0,2025-04-04 02:00:00,2025-04-04 02:00:00,02:00,2300.0,31465.33
2025-04-04 03:00:00,03:00,43.74,0.0,2025-04-04 03:00:00,2025-04-04 03:00:00,03:00,2070.01,30568.48
2025-04-04 04:00:00,04:00,46.04,0.0,2025-04-04 04:00:00,2025-04-04 04:00:00,04:00,1999.99,30240.5
2025-04-04 05:00:00,05:00,41.81,0.0,2025-04-04 05:00:00,2025-04-04 05:00:00,05:00,2344.0,29381.09
2025-04-04 06:00:00,06:00,49.82,0.0,2025-04-04 06:00:00,2025-04-04 06:00:00,06:00,2580.38,29958.97
2025-04-04 07:00:00,07:00,36.86,0.03,2025-04-04 07:00:00,2025-04-04 07:00:00,07:00,2417.25,29762.28
2025-04-04 08:00:00,08:00,17.79,0.53,2025-04-04 08:00:00,2025-04-04 08:00:00,08:00,2800.0,32457.08
2025-04-04 09:00:00,09:00,16.55,1.97,2025-04-04 09:00:00,2025-04-04 09:00:00,09:00,2775.0,32317.0
2025-04-04 10:00:00,10:00,34.93,4.82,2025-04-04 10:00:00,2025-04-04 10:00:00,10:00,2290.01,31379.26
2025-04-04 11:00:00,11:00,77.75,7.52,2025-04-04 11:00:00,2025-04-04 11:00:00,11:00,2360.0,31033.8
2025-04-04 12:00:00,12:00,82.99,10.81,2025-04-04 12:00:00,2025-04-04 12:00:00,12:00,1874.99,29340.43
2025-04-04 13:00:00,13:00,84.86,11.19,2025-04-04 13:00:00,2025-04-04 13:00:00,13:00,1799.0,28665.24
2025-04-04 14:00:00,14:00,106.48,0.35,2025-04-04 14:00:00,2025-04-04 14:00:00,14:00,2486.44,30989.55
2025-04-04 15:00:00,15:00,110.74,10.31,2025-04-04 15:00:00,2025-04-04 15:00:00,15:00,2444.0,32479.78
2025-04-04 16:00:00,16:00,109.0,8.57,2025-04-04 16:00:00,2025-04-04 16:00:00,16:00,2490.0,34339.43
2025-04-04 17:00:00,17:00,103.73,5.99,2025-04-04 17:00:00,2025-04-04 17:00:00,17:00,2700.0,37099.33
2025-04-04 18:00:00,18:00,100.04,2.71,2025-04-04 18:00:00,2025-04-04 18:00:00,18:00,2799.0,38470.11
2025-04-04 19:00:00,19:00,56.67,0.24,2025-04-04 19:00:00,2025-04-04 19:00:00,19:00,2999.0,40428.75
2025-04-04 20:00:00,20:00,42.8,0.0,2025-04-04 20:00:00,2025-04-04 20:00:00,20:00,2999.0,40700.24
2025-04-04 21:00:00,21:00,29.09,0.0,2025-04-04 21:00:00,2025-04-04 21:00:00,21:00,2999.0,39421.94
2025-04-04 22:00:00,22:00,29.19,0.0,2025-04-04 22:00:00,2025-04-04 22:00:00,22:00,2500.0,37988.13
2025-04-04 23:00:00,23:00,29.9,0.0,2025-04-04 23:00:00,2025-04-04 23:00:00,23:00,2490.01,36521.41
2025-04-05 00:00:00,00:00,25.69,0.0,2025-04-05 00:00:00,2025-04-05 00:00:00,00:00,2599.82,34619.11
2025-04-05 01:00:00,01:00,29.32,0.0,2025-04-05 01:00:00,2025-04-05 01:00:00,01:00,2510.1,32856.79
2025-04-05 02:00:00,02:00,27.23,0.0,2025-04-05 02:00:00,2025-04-05 02:00:00,02:00,2368.38,31437.25
2025-04-05 03:00:00,03:00,29.48,0.0,2025-04-05 03:00:00,2025-04-05 03:00:00,03:00,1917.01,30535.93
2025-04-05 04:00:00,04:00,17.58,0.0,2025-04-05 04:00:00,2025-04-05 04:00:00,04:00,2000.0,30289.52
2025-04-05 05:00:00,05:00,3.86,0.0,2025-04-05 05:00:00,2025-04-05 05:00:00,05:00,2400.0,30224.16
2025-04-05 06:00:00,06:00,1.49,0.0,2025-04-05 06:00:00,2025-04-05 06:00:00,06:00,2799.0,29586.54
2025-04-05 07:00:00,07:00,0.34,0.01,2025-04-05 07:00:00,2025-04-05 07:00:00,07:00,1977.99,28658.92
2025-04-05 08:00:00,08:00,1.76,0.34,2025-04-05 08:00:00,2025-04-05 08:00:00,08:00,2799.48,29600.74
2025-04-05 09:00:00,09:00,1.08,1.21,2025-04-05 09:00:00,2025-04-05 09:00:00,09:00,2401.0,29920.44
2025-04-05 10:00:00,10:00,3.29,1.87,2025-04-05 10:00:00,2025-04-05 10:00:00,10:00,2588.99,29582.58
2025-04-05 11:00:00,11:00,8.22,4.11,2025-04-05 11:00:00,2025-04-05 11:00:00,11:00,2200.0,29628.45
2025-04-05 12:00:00,12:00,9.55,9.38,2025-04-05 12:00:00,2025-04-05 12:00:00,12:00,1798.99,28990.25
2025-04-05 13:00:00,13:00,10.14,10.65,2025-04-05 13:00:00,2025-04-05 13:00:00,13:00,1799.0,29563.36
2025-04-05 14:00:00,14:00,9.65,9.75,2025-04-05 14:00:00,2025-04-05 14:00:00,14:00,1799.0,29981.86
2025-04-05 15:00:00,15:00,8.22,0.22,2025-04-05 15:00:00,2025-04-05 15:00:00,15:00,2165.34,30985.83
2025-04-05 16:00:00,16:00,4.07,7.95,2025-04-05 16:00:00,2025-04-05 16:00:00,16:00,2474.0,32068.52
2025-04-05 17:00:00,17:00,5.13,3.47,2025-04-05 17:00:00,2025-04-05 17:00:00,17:00,2799.99,34700.76
2025-04-05 18:00:00,18:00,15.12,6.03,2025-04-05 18:00:00,2025-04-05 18:00:00,18:00,3319.01,37295.26
2025-04-05 19:00:00,19:00,24.63,1.91,2025-04-05 19:00:00,2025-04-05 19:00:00,19:00,3399.54,39742.58
2025-04-05 20:00:00,20:00,17.52,0.03,2025-04-05 20:00:00,2025-04-05 20:00:00,20:00,3399.54,40113.33
2025-04-05 21:00:00,21:00,13.71,0.0,2025-04-05 21:00:00,2025-04-05 21:00:00,21:00,3349.99,38907.48
2025-04-05 22:00:00,22:00,13.49,0.0,2025-04-05 22:00:00,2025-04-05 22:00:00,22:00,2499.01,37648.3
2025-04-05 23:00:00,23:00,27.28,0.0,2025-04-05 23:00:00,2025-04-05 23:00:00,23:00,1864.99,35917.14
2025-04-06 00:00:00,00:00,23.14,0.0,2025-04-06 00:00:00,2025-04-06 00:00:00,00:00,3100.0,33393.45
2025-04-06 01:00:00,01:00,36.06,0.0,2025-04-06 01:00:00,2025-04-06 01:00:00,01:00,2872.0,31617.16
2025-04-06 02:00:00,02:00,45.66,0.0,2025-04-06 02:00:00,2025-04-06 02:00:00,02:00,2649.45,30232.64
2025-04-06 03:00:00,03:00,56.18,0.0,2025-04-06 03:00:00,2025-04-06 03:00:00,03:00,1799.0,29309.18
2025-04-06 04:00:00,04:00,55.28,0.0,2025-04-06 04:00:00,2025-04-06 04:00:00,04:00,1849.98,28891.12
2025-04-06 05:00:00,05:00,54.79,0.0,2025-04-06 05:00:00,2025-04-06 05:00:00,05:00,2199.99,28801.81
2025-04-06 06:00:00,06:00,48.85,0.0,2025-04-06 06:00:00,2025-04-06 06:00:00,06:00,2850.0,27446.19
2025-04-06 07:00:00,07:00,63.94,0.41,2025-04-06 07:00:00,2025-04-06 07:00:00,07:00,1554.1,24865.19
2025-04-06 08:00:00,08:00,57.19,1.58,2025-04-06 08:00:00,2025-04-06 08:00:00,08:00,445.1,23192.0
2025-04-06 09:00:00,09:00,62.79,4.77,2025-04-06 09:00:00,2025-04-06 09:00:00,09:00,150.01,21750.16
2025-04-06 10:00:00,10:00,92.88,5.46,2025-04-06 10:00:00,2025-04-06 10:00:00,10:00,128.99,21822.27
2025-04-06 11:00:00,11:00,75.96,3.55,2025-04-06 11:00:00,2025-04-06 11:00:00,11:00,81.64,22252.18
2025-04-06 12:00:00,12:00,41.23,5.61,2025-04-06 12:00:00,2025-04-06 12:00:00,12:00,56.0,22175.15
2025-04-06 13:00:00,13:00,67.9,11.15,2025-04-06 13:00:00,2025-04-06 13:00:00,13:00,100.0,23022.15
2025-04-06 14:00:00,14:00,92.87,8.03,2025-04-06 14:00:00,2025-04-06 14:00:00,14:00,100.0,24036.38
2025-04-06 15:00:00,15:00,108.76,7.23,2025-04-06 15:00:00,2025-04-06 15:00:00,15:00,101.01,25107.04
2025-04-06 16:00:00,16:00,89.0,3.81,2025-04-06 16:00:00,2025-04-06 16:00:00,16:00,217.77,27846.47
2025-04-06 17:00:00,17:00,67.53,1.25,2025-04-06 17:00:00,2025-04-06 17:00:00,17:00,1799.0,31391.57
2025-04-06 18:00:00,18:00,41.32,0.72,2025-04-06 18:00:00,2025-04-06 18:00:00,18:00,2038.45,34822.39
2025-04-06 19:00:00,19:00,57.99,0.11,2025-04-06 19:00:00,2025-04-06 19:00:00,19:00,3399.28,37881.64
2025-04-06 20:00:00,20:00,57.88,0.0,2025-04-06 20:00:00,2025-04-06 20:00:00,20:00,3399.29,38395.06
2025-04-06 21:00:00,21:00,73.92,0.0,2025-04-06 21:00:00,2025-04-06 21:00:00,21:00,3399.28,37334.04
2025-04-06 22:00:00,22:00,65.41,0.0,2025-04-06 22:00:00,2025-04-06 22:00:00,22:00,2997.01,35921.12
2025-04-06 23:00:00,23:00,48.65,0.0,2025-04-06 23:00:00,2025-04-06 23:00:00,23:00,2900.0,34252.36
2025-04-07 00:00:00,00:00,21.76,0.0,2025-04-07 00:00:00,2025-04-07 00:00:00,00:00,2799.47,32336.12
2025-04-07 01:00:00,01:00,4.34,0.0,2025-04-07 01:00:00,2025-04-07 01:00:00,01:00,2599.0,30551.2
2025-04-07 02:00:00,02:00,2.67,0.0,2025-04-07 02:00:00,2025-04-07 02:00:00,02:00,1798.99,29456.21
2025-04-07 03:00:00,03:00,0.04,0.0,2025-04-07 03:00:00,2025-04-07 03:00:00,03:00,1409.01,28605.36
2025-04-07 04:00:00,04:00,2.96,0.0,2025-04-07 04:00:00,2025-04-07 04:00:00,04:00,1350.0,28730.42
2025-04-07 05:00:00,05:00,13.75,0.0,2025-04-07 05:00:00,2025-04-07 05:00:00,05:00,1798.99,29164.58
2025-04-07 06:00:00,06:00,21.72,0.0,2025-04-07 06:00:00,2025-04-07 06:00:00,06:00,2000.01,29212.54
2025-04-07 07:00:00,07:00,18.19,0.05,2025-04-07 07:00:00,2025-04-07 07:00:00,07:00,1799.0,30141.19
2025-04-07 08:00:00,08:00,24.51,0.27,2025-04-07 08:00:00,2025-04-07 08:00:00,08:00,3200.0,33847.81
2025-04-07 09:00:00,09:00,47.84,0.95,2025-04-07 09:00:00,2025-04-07 09:00:00,09:00,2799.47,34369.32
2025-04-07 10:00:00,10:00,79.48,1.31,2025-04-07 10:00:00,2025-04-07 10:00:00,10:00,1861.62,33913.7
2025-04-07 11:00:00,11:00,71.55,3.37,2025-04-07 11:00:00,2025-04-07 11:00:00,11:00,1864.99,34274.63
2025-04-07 12:00:00,12:00,26.13,1.41,2025-04-07 12:00:00,2025-04-07 12:00:00,12:00,749.99,32887.01
2025-04-07 13:00:00,13:00,39.91,1.46,2025-04-07 13:00:00,2025-04-07 13:00:00,13:00,1798.98,33731.91
2025-04-07 14:00:00,14:00,102.11,0.99,2025-04-07 14:00:00,2025-04-07 14:00:00,14:00,2449.45,34910.47
